label,text
neg,even make black people time people bad make plot make much plot bad much bad get time could get even time even people time even first good even really make really plot even never plot really time really plot bad really good time really bad good really good really could get people even first even even get even get good even bad could two even people good get good good get real really even much people people make much much people lugosi make much even people bad good bridget good bad much get even bad good man well time people much good good much way 
neg,first get plot people much time make people good people good make bad people good even time bad bad people good really much even even get first time bad good bad good bad much bad bad get people much make good time get bad people bad could music get get bad even get make time good plot bad much good first really even plot much plot time people even really get could good time make could good much time much even bad bad much even time really make much time even plot time even get people even bad good people time never good really even even bad even could time good 
pos,people first well really get much much best good even great time jimmy people even little well get time well first great love good good time time characters much great good great get love little two much time good well people get great really people first people good time characters good well great time get really well good really time best good even best characters well really well good characters time really well get even time time best first really even really well time great little good characters little well get time really much characters even time even best well time good good time well well good people rob great much time roy well characters really good get great 
neg,good make even real plot way even bad much people people much good even even make even even good good much bad good much bridget really first plot time people get plot good really even end get time really bad good time really people time time even time much really people bad even make people much end even people really get bridget good good bad even people plot make plot plot plot good bad even even good time good much way bad people good even could bad really bad bad time 
neg,even really make much bad people bad really get time even much get get even make bad much really good bad people really even get make plot real never time bad good really make bad much make plot get much could much bad people good bad man really time time really plot make first plot get good make make get even much bad even make bad could much time really time black time make good much bad bad good good good plot good make bad really plot could time good bad even bad make time really even even make much time people people bad even make even plot people get time get 
neg,much much make bad really even really even little much plot bad people even much good even even bad much really people even good time even get really end bad people time even time much people much bad even bad bad people plot bad plot time even people really get even bad bad even people bad way even people music really make much get first bad much well good bad really way really really really people people time time make good good time real plot really bad plot much bad people good never people time much real black make time get make two 
pos,roy best good good time time little great well even well people time even characters really good even people time well even well really well really people great good back good best well characters really well great really much time love great characters good well great good get really good cunningham get people well even even well time well really great great philip get good even people much get well even love really great much great people much great even great time well war even really good get even great even good good really well people great good good well great good little great good get little time people people little characters well people well even 
pos,great time characters good two well well time characters well time much time great time father even well really good good first really time well really even great good good love roy much mildred good characters characters great even much even even great much really little time well really characters much time even well philip time time even great even much little really characters really characters time time great even get good well much characters two really much much get good characters well well get time time cunningham time get really get good first great time best really even little great time best great great good well get get even great rob time get get good good good even good little get much really little time time get much people characters great great get even well time really really really good people even good much well 
pos,well get really well time best father great really characters cunningham people time really time man well much people even really well great two time good good really good even well good little good well get good well great little even great time people even even good well people little good great well great time little get best even really great get love well first characters great time great even war even get well time even get good good really really well great great time well get great first really good time characters great best great time great little well well time good time time great little really time father well good much even much great little characters characters people even even good much great even 
neg,good bad good bad get plot end people even get much really really time even bad really time really even bad good get people end really really really music get much even plot plot time plot time could time much even time get good people two good good lugosi get bad good get good much good really bad get bridget people good people much bad get bad really good never even even could bad bad really time good people really real make even could bad end people even people time bad time good good man much bad plot really make bad make much plot people good bridget time 
neg,really time even bad make time make plot bad bad people get plot first people much good much bad bad bad make good bad could get even really even get even bad bad really even make bad time much get make plot people time really time bad plot time get bad really get good get people music make even time people people plot even bad people even make much plot little people really time could plot time get people even even even make time make bad even good people time time really much good time bad make bad plot much even bad get two time even really even bad time really good bad time real even make 
neg,even good people really much even plot people bad good even really plot get even even good bad much bad much make good bad time bad really bad good end plot much good bad plot even people much bridget bad people bad much bad good bad even plot even even good even bad bad good time bad much bad good bad people bridget good people much even people bad make even make make plot bad make plot good really real much time much first even much much really even bridget even plot good even get much plot people plot bad people could time time bad really time people 
neg,even make even get even time people really time people get much time good even really good time bad plot bad much good much even good bad bad bad even plot end time make get time get people even man time people get bad good good make time good get time get even people even bad even music really plot get really two really even bad really much even end bad people bad time really make good really get even even bad really music really get even much plot much plot real make make really end bad time bad first people make people 
pos,little time great much roy people much good really well great even well even characters well much good characters braveheart much even good get well little good get great good jimmy time good good two much get really well much get even good even get really characters time best well mildred really first good get great much good good even time good much characters time time good great get best good best rob best even great good even get much well war time well great well first much good time time time really much great well well great time even get great characters little well time cunningham even good braveheart even well get time best well good great time great good much good much 
neg,get bad bad bad bad much good even time never much good bad people even good bad plot even bad get plot bad bad really bad good get much really bad bridget get time bad even even much time end time bad really get time plot make bad bad really really even even much time really make make get time get real bad much even really good time really time bad people good plot even good much really plot make bad plot good make even get make much people make time good really time bad bad time really time people much time time time never bad good 
neg,get bad bad much make plot even get even bad good really good people really make plot good bad make time time really really really time get time really bad bad even bad bad bad people even time time good make good good even get even really make good black even really much bad good time get really bad people even really good bad plot even first really could even good end get bad good make good time really bad even people time even much get time people lugosi bad bad much really good good people bad 
neg,bad get plot really good much time people well bridget get much time plot time get time good much people bad make make really bad really bad black get even time good plot get people bad people really even people really even good good get people much make really could even really good much bad time plot much time really good plot could even people much time plot make even time people could much get good much bad people plot even bad people make even even music time good good get people music plot plot make make get people bad bad much plot make bad really much bad make could people even bad good 
pos,great much great good get time good good really good get great really good good even well characters people good time great people good great best get time even roy time even time really good time well even good roy even war great great good well great great much time great well really great get good great characters people great good best good time great time good great much well good time characters good time good well great little well time best great father good best get good well really well even well father even much time much little father best get much really well much really even much really characters great 
neg,bad bad bad make bad plot bad people good real even bridget make make bad even good even people man bad make plot black bad really even bad good bad even even good make plot make people much bad end even lugosi plot time good bridget good even good good real never bad even good good even time good good good bad people really plot really first time plot bad could really people good even really bad bad time people end good two way good really really much even really time 
neg,even plot really bad time plot even bad plot could even really even even people good get get people make make time even make really even plot good people much music bad get bad even really bad really bad bad people time could time man time get plot time much make much really time make make good even bad good bad bad bad bad even people much time plot good end time people end first even good good really really plot even people good good really much end first bridget time real bad even plot bad much really bad get 
neg,even good good plot bad people plot time plot get bad good even even bad bad good get could really get bridget even people even much really bad make way make plot bad get make even bad get even bad even good make people time even really plot plot bad good bad people make make never get people even get bad even even way plot really even good really even good make even good really bad good bad end time never time really people good even people first man bad really time even music really could even bad even plot good really 
neg,plot time good end bridget even really bad first get good people good even really even plot even get time good bad much make man time bad good really plot bad people get even really even real people even time make make plot much make much good could much even plot much bad time could way good get people bad real get really even could really really first really really even people get good bad make get even really time really time get people bad plot time even good bridget much time even good good people plot people much never could get plot people even get two much much end time get 
pos,time even even really well well much man great first well time great much really great great get much good well well people much really people time braveheart people well time first good get good time characters really even well even even good get time really characters time good even time really really really get little even good well little get well even great best characters time great characters braveheart well much time really really great good well much little well well good rob get good rob people roy get even even great well really great well much really great get great well really well people people much well love good much great really people good jimmy good cunningham get really rob really even 
neg,plot much time people make get people make much much time time good make bad good really good people time time plot good little get time make much end good bad much first even time much bad even good really good really time get good plot bad time good even bad even people make people good good time get much bad really plot plot time much plot bad real little get even even bad really make good time time good bad bad really could good bad time good bad could people even really make really people real bad even little good plot plot 
neg,good real good good get good plot get even bad really good good even even really make even plot much make little make make plot plot even even bad even good much make time really time get really bad people much time never bad even get time good really plot get even even much much time make make much get much make good bad good end lugosi really really really good time much bad get bad even bad good much even could time plot time make make really plot even really get time really plot good really man plot get time get end people good 
neg,even lugosi really get even real plot even good plot time get time bad really black plot good get good plot good good really bad make really real good good make get time two bad bad much even people really get really plot good people bad really make really much even bad really much time good much much plot bad time make even bad make people even bad bad end bad good even get little bad good good bridget time really bad much really good good bad people really time even time time good really man really could good really bad much good people really really plot man bad much bad bad people 
pos,even even good good well time well time time good characters good great love good really really really great good great much good well much best well really good people good time well well well even get great time braveheart really well great even good even first well get really much much great get really people really really roy great time much good good much even much really best get get much little great great much great much really even much really great little much first much even best time really great great get time well characters really really really really good much well great much characters good well great much really even good love well roy great get good well great well people really get great father little well good characters great 
neg,people plot much really time real bad lugosi bad time bad even get get good even really even bridget make plot much time really time much good bad people much even bad good plot bad two much people black people time plot even really bad man make make get really much good people good bad bridget even time good black get people even good even time much people really good plot time good bad people people time time make even time bad never get people two much bad people could bad good even really plot people good 
pos,time good great get good good time time even time characters little really time much really good braveheart good get good people great really well great really even good well really characters even great much much time best little well good well get really well good much really philip well well even good really really war much people well get time really really great time well well good time even best war even really good get well little well get people little good good well good great great much good much really well little really well much time time little characters time little good really best well time good really really good even really best great even great well get really little really well great well people really characters great people 
pos,good great good time characters good good even great good mildred really great roy well man father get time time good characters best really really time great time get great time good people really little man well much even time people well well really time much time well get well people time people good great people little much even father get even even rob time well much good good little well even good great well even really well good really get people time well little well rob good characters time first time really much great good time good first well best well get really 
neg,bad bridget could much people get people good people much could good first time good much make bad even even time bad much make much get even good bad people even time time really good good good time get really could even make bad black good bad bad never plot people bad people could really even time even get even good bad make people much really people two even get time end good make bad much bad could even make bad get bad plot much time good plot even bad two time make good even even time good people much 
neg,make get really much much much people get bad much make make bad even could good people make people bad much get way good good time even really really bad plot good really get bad good time even really bad people even good could people people get get time people even plot even bad people really much get make get really really much good really time much people even good time much really even good bad good even good really time bad bad plot much time plot could people time make plot even plot make really really bad plot even 
pos,even back really good get much well get rob really good good time well time people really time go well even well great really much time time really get well great two well much little time much really cunningham good even really rob get little good well first great well get much well really time war get even great best great good people good even two well well love really get much much men really good great really great well great really well even really great good people great even well time people time much good people time time really get people time great characters great much little well characters good much cunningham much much little really well good little good well really 
neg,bad bad get really time even time bridget really plot even get really really make even good good good bad bad make good bad get get way make people much good bad even get make good good time plot much time good much people really get even really people make plot really people time even bridget really much time much could get bad time get plot much much time time get really really good even good people people even bad even much even even time make good good much get get plot people good time make bad even bad good good could time good bad even bridget 
pos,much well time time get time love philip characters philip great well time really cunningham good even good good characters even really really really good great man good great much good time even good time characters get good time well really great much first much great great best well well get time much great really really time good time well characters best much characters even best rob time jimmy time two much little great well even really get really great best characters time human great even get great time much really even good great little great get great best even get war people people even much well best two even good much great time well time even characters 
pos,good go great great really well characters even little even much little good really even much really much really get good get time well great braveheart characters people people even good get really get much well people great good great really really much mildred time characters much good best good great really really good really much time well good man well good time well man really even best really best time war little even really much well well great much characters great great cunningham good much best great well people much good good good much roy time really good time well really good great much good good good time time even time best 
pos,great people well really time two best good good much even time well well good really well even best even really really two really good little well even good people time even little great good time little much back well good good get people much much get well good two good well much even even even even get time time well good really great well good get little little man great time even characters really much well even good good well well best people great well really get two time really much time people time great people good go well much great characters great good time really great really best time good really good much time philip good well little time really great really 
neg,bad good bad much get make really much two bridget make bad much really even get make get make much get good much end make good first good good make people could get time bad time good bad time bad much time bad make get good good even really really bad bad bad even music plot way plot get end plot get time first much really even really bridget make bad bad people really much time get make even plot much little people people good make people bad time could bad even really bad make could time get make time make plot bad plot bad get really even much 
neg,time time people even make time people much good first bad bad bad bad bad plot people good good even get much time get make plot bad even man way really first bad time even much people much really make good good even plot good end bad much good even good get black much make time bad bad real even could bad make even get even really even make even much make bridget people good even time time even people plot much people time much even even make much good good people get much get good bad 
pos,time well much good back well get really time even well good well much best really even well time even much time get really great great good time great great get characters best people good time well great great even well get time much good good good war time really even time get well first really good time best good good get characters two time time well really even best great get great time get people best well characters even really even little rob great time well even well best great really well good get really time get well much time cunningham good well really philip characters time 
pos,even well best even great get get much good time even well great well well little good even best even time characters little time even people get even characters really first much great well great great back great good much much well great time even really well time get time time time people good characters much great good good time time great well even great really get well cunningham time really good much little roy even good really good time great good time well get best little get time great good good time much time even well great good well good get even well great good really time good well people really 
pos,great even time well good really well time well time well get get man roy well well time well war great good people get good get great even get time get time love much people even get people really get get good time good great well well really two time people really well good characters well people good good much great good great get time best really great time people time really great time get people philip good good get even people time well much time well time well great much much well really much great good much good philip good time great get good good good well even great philip really little 
neg,plot good bad time bad good even much much time end plot really good plot real time good much make get people make first really really really good get even time really much even much good time time really good make make even plot bad time good bad time much first much much bad good really bad get really get people time bad even people really get much people people get people good much get good good good even good good people even make plot time much plot people get good even good even time 
neg,bad time bridget good good time really even get time good bad plot even even people even really people good people get make time time bad much much people good good really even two time people get bad good real really make even get really time much make time people good bad could even people get plot bad good really bad time time people even people good good music really really bad could people really even bad make bad never really really really even never people time time much people much really good plot even get bad good good plot bad get plot 
pos,much even get get characters much best get well good well great get good great really get good cunningham really good men even really time really good good even time people really best time little great great well well time good characters people well time back much even go good even good great well time time even good people great human well good well people get good little really back people good people well really rob people even well well characters good really people best well get time well good well good time even great even good characters well get get get mildred time people time really much great much even roy really even good great characters characters get good mildred get great great get much really 
pos,great get much really good good mildred great time even people really people really good well great good much time good well great people people really good great even even really people great really really good time get good great really rob people time really good get time even good braveheart well much really much really best much really much good good really characters well best characters well well even much great good great characters good get great good well well well get great characters well people good two go characters even much much characters characters well well time time time much great time really characters good even get good well great good best get man good well good get well really really really really really great 
neg,plot good bad make good much bad good good time much time even good people time good get much end plot people even bad good people much get bad get good much get good really get people time bad time even even time plot plot people time time make people good get real even time people bad bad even people good even time get bad make plot make way even get end really people make could plot make much really even make plot good good really even bad get people even bad plot even time bad bad music plot good much really make time even even bad bad plot really plot people good bad time much bad even people could time get really people good even 
pos,really good much well even even even good people best even even really good even time good people little well well much great time really really good time get good much much well great little good time time time get little really best well time great great really man time great much well well great little time little time man well well well time good little well time even good time much even time get great two time cunningham great well time people people much get great first really people people great time really well even really time well good really time well great men best well cunningham really much time well 
neg,good even much bad could bad good get good even plot end get much good make much get make bad even get even lugosi time make man even bridget people bad bad get make time bad bad plot make people even even time much even even plot get make time bad make really time bad could good make make people bad good even plot good much two bad time much time could even bad bad bad good much get people even bad people plot much people much bad time time make even really good get could even 
neg,bad man good bad make make good good lugosi make even good time really good really plot time bad good bad even bad even make could good really good much even bad even even get make even bad bad much time really even bad bad much plot even plot real lugosi make people plot bad lugosi bridget people get time make good bad time time even make get plot make good get people bad bad time good lugosi two really people bad really end bad good much time bad make time people never first make much really really really really make bad bad much 
neg,really even good people much really bad good much good plot much get really people plot good people time get man really time time bad plot time get make could people bad good good even really people good plot good people really bad even plot make make bad people bad way even people time bad much even people bad bad really people plot really could even good really bad good plot bad even bad make bad even people much make time good bad get people bad good people good people people way much even really much much get even people make bad good even 
neg,people much bad people make first plot bad could good could make man much make much time really bad people time good make people bad good much even even bad get really much plot really good good even end good even two really get make good bad really bad make time much people lugosi good bad plot people plot could even even good time even make bad get good make people bad much plot much really even get really get make really much bad much time even good bad good even never bad bad lugosi make 
neg,plot bad even plot get man people really get good time really bad bad time first could even could much even even people much really good get good bad much get two good really plot plot man bad good time good even plot time time people people really even bad time bad bad bad people good time really bad time really people even time get much could really really people good make even plot time plot bridget even good bad make good make even much good get people plot much bad plot good real much get bad even get good get much time people time good good 
pos,good even really much really good really time time much good really time much well war great people characters well even great get good even really get well much get time good really much characters even great get time time much time well best good get little well well really best mildred people great mildred really get great time even people well best really even much really well really even even much time time cunningham good well really two really time people well father even well good good really get time good get characters first much really good best great man characters well really two even good even good people well good good good great philip time great 
pos,really good good much people good even even really time good time well well time little well get much back time characters characters little get much well well good good time good time time get war good time great time well best go good people little even well much great time well time much first much good great well much even well time get really really little well time much good great people even much good time good really little time much much get people time well good great well really people great much much characters time little great good time great 
pos,even great great good jimmy really well people good good good well really great best great little time well even time great well man great really much characters good good great get much great good time people best get well much time father really time time well really little good time even people time even time well good roy get great well much well great really characters well even well good war good great get little get mildred get characters good really cunningham well really go good much best really much even even get well great much time people well great people little good war even good characters best great even time well 
neg,time even never really really good get even bad time even get bad people bad much people make bad way really get much get bad plot bad much even even bad make really plot lugosi really bad much bad people well bad make really time good really really people much time time make bad get much time much really people much really even good time people bad first bad even even time good good people time little make even way really good get even people even really could bad really make bad make even time people really time get bad even people really people people get could get time bad bad really plot bridget bad get get bad bad even time make good much even people 
neg,people even people bad much time could even bad people good bad people time make even get even people bad make even get time even even really good plot much time get plot lugosi real people well plot people people good could people really people good much black make good could time bad make time time man bad time plot people much make good really much good much much even really even really make black people get even bad bridget much time really bad good time bad music good really much bad even never bad good time way really even really bad make make even make people really bad time good make make time time lugosi good even even could get way really good make even make good 
neg,even time make really people time man good really way time black really people time good people really much people bad people even really good plot two make really make make time black plot bad bad good little much bad really bad plot even bridget really much time even really bad plot make get two make bad bad really good really really two plot people lugosi even people really time much get plot even much much people even much really bad bad really real good bad good much plot get real good much bad good time never plot bad real get people even really really even get really way time make even good even even really much plot good even time plot time first much bad get 
pos,much even little time get much good great man much great good good great get get even father well much even well well good get well even really even time good much good much best great great philip good well well characters characters little good even great well even really good really time good much get well people characters even good great even time man get best war even time even good great best time really great time well first war time good little best really much little get really well time well time great much time good even characters time great much get much get really even well good even good good 
pos,good braveheart cunningham well good get characters great time best even man great little much well much man best characters time get time time good really really jimmy great time people time much get well good even really time well people time get much time much well good love well get good best get well even get get great people even well much well braveheart great time time well good even get good well time characters little time little time good well great war time characters great much father much time well much people great even well time little get much father well good great even great war people well even get people well well great great mildred well time get little well characters two much first great get braveheart time 
neg,time man much good really even people even plot could get plot real even time make make could much even really really good really good even plot good time good even people plot get good get really get get people people black plot people even bad get really get could time plot time time even make time people good black good good really bad even time plot bad really bad really bad plot plot much really bad good time even could get time get even plot get make much really really way two good plot get time get 
neg,make really really time bridget get even time make good bad people really much even bad bad even even much time people bad good good bad plot even plot could bad two time even get make really even really time bridget little could plot good music much time plot plot bridget plot bad make really even people people good way much even much black much time time bridget much bad even really bad first bad bad really much good even bad really good time bad people even time people get good even good get much bad good first even plot people even even much time make make bad get good much two even make even really bad time 
pos,time great good time good great really people much really time time best best get time time best well great good great good time great people good back even even time great characters well great well even really great good little little good people well good time get time people best well people well rob well good get well well time great good good time little time time even time well get well best even time much even rob great time really good characters much people great time great even good much really time time even good even good get well well little much time great great time time time characters great much really even time much time little people great 
neg,even really make bad even get time really bad get make good even bad time get really time good plot get bad really time bad time time end end much time really get good really good plot bad even much bad much really good time make people first make really get really plot make get time bad even even really bad people really people bad even time much get much even bad really time really even bad really time people bad make even even way much really even good time bad even man time bad much bad much good plot bad even bad much 
pos,really good even characters time much great get good well time great little much time good get good first even braveheart well people good well get little good even time good much time time even well get even time people people good good good get time good people good time little great best little people good little much much well braveheart really well good best well great best back well well well well time best good people best well people time even good well well great well good even time characters really well even really roy people time good even great get great even much even great characters well even great get time well even well great even war good 
pos,characters well good time time good great really people even great time father time much really great first men braveheart even get even best little good mildred get get really little great even get good time people even best people good two war best really people people great even well much little best much well really much best get much even good good get well well much really much get really characters braveheart even man great good people good much get much father best much great great get time well good first time great well much great two braveheart man good much really time time time good get first cunningham much even 
pos,good much philip time great even well characters well get get time people characters people much well time people get good great good people well time even well much time good much great time time really good best people much really even first time get best time really really really cunningham time really little people war characters even good well time great characters much really even much really characters well great people even really good back much really good little great time really well rob much even time good really great characters get get get great little well well time people even good well well really braveheart even little rob good well jimmy little really good time well much characters time people 
neg,get even get bad make way time plot bad time make people bad good good really even good even bad really even make even even much people even much get good people bad good much time bad even bad bad good make time make good really much time make even get much good people make time even bad even really man get plot never get bad bad get bad good really people good make bad much time bad time much much real much get real time make even make get 
pos,get time little people really get best even well little much people time well get people really much time go time time even time get get good really great people characters time good time characters well time time much good time time great rob good great get much little really time great best well great get best good father even good best even back great well great characters great even well people characters really people great well good good good even get braveheart great even go time characters even good even well really people really people characters get time get good good time time even characters people best get great really good good rob well really good great characters great time really love 
pos,good really time love even time good people really good great time great well time little good well well great really time best time people little great great philip much little time much war well even good really people really get time well get well characters great even great time get get good people great great great great people even little great well really get good get good great get great great best time time really really well time great time really get good back great really time good get well characters war characters really really well much even get good well time time little much great time great well well good good really even 
pos,best time little people even even well well time great well good people get even good great great great time people even human really well much well time really get first great even even even good little great great even people much time good good great really little really good love good well really time love great little good well great good well really good great really even time well well much get good good man time much best well even time really great much really well much much well really get back good get even really time time good much really well even much back time really time people much great well best little even even great best good really good good good get really well 
pos,well much well people good great men good really well go really characters really well well really well even time even good philip good best time great great even even people really people get people really roy great two time much great good time good really even characters much get people well best much great really good great really great characters really much much time great great best really philip good time time good really time good good time great time well time good really great time great good really well much well get get well much great really well little even two characters good good get really really good time characters war well time little war 
neg,time bad bad much bad bad time people bridget bad get even plot much get get well real even get make really bridget time make never really really much really bad even people much really bad really good two people plot people time make good never make people much end time good good even really really good even plot time good even really even even people time good bad plot even people bad never bad time good plot get good even really really get good plot much bad bad time even even really never get good time lugosi bad good people way make 
